,SFR4,SFR22,SFR23,SFR33,SFR34,SFR36,SFR39,SFR48,SFR50,SFR53,SFR55,SFR58,SFR61,SFR63,SFR67,SFR72,SFR74,SFR77,SFR79,SFR81,SFR82,SFR92,SFA30,SFA33,SFA40,SFA41,SFA42,SFA50,SFA53,SFA57,SFA59,SFA62,SFA65,SFA66,SFA67,SFA69,SFA71,SFA76,SFA80,SFA81,SFA91,SFA184,SFA195,SFA202,SFA203,SFA213,SFA217,SFA227,SFA228,CBr,N=[NH2+],C1CNC1,C,C1=CC=CC=C1,C1CCCC1,C1CC1
84,0,1,2,1,7,7,0,0,1,3,6,0,0,5,4,0,0,6,3,4,2,11,0,12,0,0,0,1,0,1,0,3,4,2,2,1,3,0,4,3,9,0,11,0,1,4,0,7,1,0,0,0,2,1,0,0
85,0,0,2,0,0,7,3,0,2,4,2,1,0,0,1,0,0,8,4,2,0,7,0,15,0,0,0,3,3,1,0,2,4,5,2,1,0,8,0,0,1,0,6,0,0,2,0,0,0,0,0,0,2,0,1,0
86,0,2,1,3,5,3,2,1,0,4,2,0,1,2,7,0,0,4,8,1,2,10,0,8,0,0,0,2,0,0,0,0,1,1,3,3,1,0,4,2,13,0,12,1,0,7,1,5,1,0,0,0,3,0,0,0
87,1,1,0,0,0,2,2,0,5,3,4,2,0,1,3,2,0,6,3,6,0,9,0,1,0,1,1,2,2,2,0,0,1,3,1,0,0,10,2,0,3,2,5,0,0,5,0,1,0,0,0,0,1,1,0,0
88,0,2,0,0,8,4,2,0,1,1,1,1,0,6,4,2,0,7,9,4,1,15,0,12,0,0,0,4,0,0,0,4,0,4,4,2,0,4,2,6,9,0,7,0,0,1,0,3,3,0,0,0,2,1,0,0
89,1,1,0,0,0,4,1,0,2,2,2,2,0,0,2,0,0,3,6,0,0,6,0,0,0,1,0,4,1,2,0,1,0,2,0,1,1,5,0,0,0,2,5,0,0,2,0,0,0,0,0,0,1,0,0,1
90,0,2,2,0,2,1,5,0,4,1,3,4,0,2,4,1,0,6,4,3,0,7,0,9,0,0,0,0,4,0,0,2,0,2,3,2,0,7,0,0,3,0,8,0,0,6,0,1,0,0,0,0,2,0,1,0
91,0,3,0,5,9,5,1,3,3,1,4,1,2,1,2,2,1,2,9,3,2,14,0,8,0,0,0,2,0,2,0,3,1,1,5,2,2,2,5,8,17,0,16,0,0,5,0,9,2,0,0,0,3,0,1,0
92,0,2,2,0,6,2,2,1,1,3,2,1,0,3,3,0,0,6,4,4,2,7,0,10,0,0,0,6,1,0,1,4,0,2,2,2,1,7,1,3,6,1,9,0,0,3,0,2,0,0,0,0,3,1,0,0
93,0,3,0,1,12,4,0,1,3,2,0,0,1,2,4,2,0,4,7,2,4,18,1,6,0,0,0,3,0,1,0,1,0,2,3,1,2,0,2,5,15,0,16,0,0,3,0,9,3,0,0,0,3,0,1,0
94,0,0,3,1,0,6,3,0,1,6,2,2,0,0,3,0,0,3,5,5,4,5,1,10,0,0,0,6,1,2,0,1,3,1,2,3,1,4,3,1,5,1,6,0,0,4,0,1,0,0,0,0,3,1,0,0
95,0,0,2,0,2,6,0,0,0,4,3,1,0,1,6,0,0,0,9,0,0,11,0,11,0,0,0,0,2,0,1,0,2,1,2,0,3,0,7,0,8,0,6,0,0,3,1,3,1,0,0,0,3,0,0,0
96,1,0,1,0,0,7,2,0,3,4,1,1,0,0,3,0,0,2,5,1,2,8,0,10,0,0,0,2,3,1,0,4,1,3,3,1,2,5,2,0,5,0,9,0,0,3,0,1,0,0,0,0,3,0,0,0
97,1,0,0,0,0,4,1,0,1,5,2,0,0,0,2,0,0,2,2,3,0,5,0,4,0,0,0,1,4,2,0,0,4,2,1,2,0,11,1,0,2,0,2,0,0,4,0,0,0,0,0,0,1,1,0,0
98,0,1,2,2,5,5,1,2,0,6,1,1,0,4,4,0,0,3,5,3,2,8,0,14,0,0,0,3,0,0,0,1,5,1,6,1,0,4,4,2,8,0,10,0,1,3,0,6,0,0,0,0,2,1,0,0
99,0,1,2,2,7,6,0,0,0,4,4,0,1,5,6,0,0,6,4,5,2,10,0,17,0,0,0,5,0,1,0,4,2,1,6,2,1,2,7,1,6,0,11,0,1,3,0,6,0,0,0,0,2,1,0,0
100,0,2,1,0,9,5,4,0,1,3,2,1,0,8,5,0,0,6,3,5,2,7,0,12,0,0,0,3,2,0,1,3,1,4,4,0,4,0,5,2,13,0,11,0,1,5,1,6,3,0,0,0,3,1,0,0
101,0,1,1,0,4,7,0,0,0,5,1,1,0,5,5,0,0,4,5,4,2,10,0,12,0,0,0,0,0,0,0,3,4,0,6,2,0,0,4,2,9,0,8,0,1,3,0,6,0,0,0,0,2,1,0,0
102,0,1,2,3,4,3,2,2,0,2,2,1,1,5,2,2,0,7,4,5,6,10,0,14,0,0,0,5,3,0,0,3,3,1,3,1,6,3,2,2,7,1,10,0,1,3,0,5,4,0,0,0,2,1,0,0
103,0,0,1,2,7,4,1,2,4,7,4,0,2,0,4,0,0,2,6,1,0,9,1,9,0,0,0,0,6,2,0,1,2,2,6,3,3,4,5,5,8,1,7,0,0,5,0,6,0,1,1,0,2,1,0,0
104,1,1,0,0,0,5,0,0,0,2,0,2,0,0,0,0,0,4,2,0,0,4,0,7,0,0,0,3,0,1,0,2,2,1,2,0,0,4,3,0,2,2,4,0,0,2,0,1,0,0,0,0,2,0,0,0
105,0,0,1,4,7,3,1,4,3,3,3,0,0,4,3,0,0,5,7,1,0,8,1,9,1,1,0,4,1,1,0,1,3,2,4,1,1,4,3,4,6,2,6,0,0,5,0,4,0,1,0,0,1,1,0,0
106,0,2,1,4,3,5,2,1,1,4,3,0,3,2,5,0,0,4,7,6,0,13,0,11,0,0,0,2,0,0,1,1,1,1,2,1,1,1,3,5,12,0,11,0,1,4,0,4,2,0,0,0,3,0,0,0
107,0,3,2,1,9,1,3,0,3,2,1,4,0,8,2,2,1,10,4,6,2,12,0,15,0,0,0,1,2,1,0,5,1,2,3,1,1,9,3,1,9,2,12,0,0,5,0,6,0,0,0,0,3,1,0,0
108,0,0,1,2,8,3,0,2,5,4,2,0,0,2,1,0,0,4,6,0,0,3,1,1,0,1,1,1,1,2,0,1,0,2,4,2,0,5,1,0,5,2,3,0,1,5,0,1,2,1,0,0,1,1,0,0
109,0,3,0,0,14,5,1,1,6,4,1,1,0,6,4,1,1,6,5,6,5,11,0,4,0,0,0,2,0,1,0,1,3,1,2,2,0,2,4,4,13,0,17,0,0,2,0,10,1,0,0,0,3,1,1,0
110,1,0,1,0,1,4,0,0,5,5,1,2,0,0,5,0,0,7,3,4,0,8,0,1,0,1,1,5,6,2,0,0,0,2,1,4,0,7,2,0,1,2,6,0,0,7,0,2,0,0,0,0,1,1,0,1
111,0,2,0,3,11,5,1,1,5,3,5,2,0,6,5,0,1,7,8,5,3,13,0,8,0,0,0,5,2,0,0,2,5,2,6,0,3,6,4,3,10,0,16,0,0,5,0,6,0,0,0,0,2,1,0,0
112,0,2,2,0,6,2,1,0,5,2,4,1,0,3,4,0,1,6,8,3,2,16,0,20,0,0,0,6,4,0,1,5,1,6,4,1,1,12,3,3,12,0,12,0,0,4,0,3,1,0,0,0,3,1,0,0
113,0,1,3,0,5,3,2,1,3,2,2,1,1,4,3,1,0,5,3,4,0,9,0,5,0,0,0,7,2,2,0,2,4,3,0,1,0,7,1,2,6,2,4,0,0,2,0,3,0,0,0,0,2,1,0,0
114,0,2,1,0,1,1,1,0,4,2,3,1,1,4,2,1,0,5,4,4,2,10,1,7,0,0,0,3,2,2,0,3,7,0,0,1,0,6,1,1,8,1,5,0,0,3,0,3,1,0,0,0,2,1,0,0
115,0,0,1,5,6,8,3,4,6,2,3,1,0,3,3,3,0,3,4,1,5,6,1,14,1,1,0,3,4,1,0,3,2,2,1,3,1,4,3,1,10,2,7,0,0,2,0,5,3,1,0,1,1,1,0,0
116,1,0,1,0,0,5,3,0,0,6,0,2,0,0,2,0,0,4,4,4,0,6,0,1,0,1,1,3,2,2,0,0,3,1,1,4,0,10,2,0,1,2,2,0,0,5,0,2,0,0,0,0,1,1,0,1
117,0,1,3,1,2,4,1,0,4,2,2,2,0,0,1,0,0,3,3,4,2,7,1,10,1,1,0,4,1,1,0,3,2,2,1,2,1,6,3,2,6,2,6,0,0,3,0,2,0,0,0,0,1,1,0,0
118,0,3,0,3,9,4,1,3,4,5,2,1,0,7,1,2,0,5,6,4,2,10,0,13,0,0,0,4,1,0,0,4,2,3,1,2,1,3,1,1,9,0,11,0,0,3,0,2,4,0,0,0,3,1,0,0
119,0,2,1,0,4,0,3,2,3,0,2,0,0,4,4,0,0,8,4,5,4,10,0,12,0,0,0,3,1,2,0,3,3,1,3,2,0,5,2,2,7,1,5,0,0,4,0,2,1,0,0,0,2,1,0,0
120,0,1,0,9,4,6,0,7,3,1,1,0,0,5,1,0,2,6,7,0,1,10,1,13,0,0,0,3,3,0,0,1,3,3,1,3,0,5,3,1,11,0,10,0,0,6,0,4,2,1,0,0,3,1,0,0
121,0,2,2,1,2,2,3,0,4,3,0,2,0,4,0,3,0,3,5,4,2,10,1,14,0,0,0,3,1,1,0,4,3,2,2,4,1,4,4,1,8,2,9,0,0,6,0,5,2,0,0,0,3,1,0,0
122,1,2,0,0,0,0,0,0,2,4,2,2,0,0,4,0,0,1,2,6,0,6,0,2,0,1,1,1,1,2,0,0,1,2,2,0,0,5,1,0,3,2,3,0,0,7,0,1,0,0,0,0,1,1,0,0
123,0,2,0,1,8,2,0,0,6,1,1,0,0,5,3,0,0,7,2,1,3,6,1,12,0,0,0,0,0,0,0,2,0,4,2,0,1,3,1,2,6,0,9,0,0,1,0,2,0,0,0,0,3,1,0,0
124,0,3,1,0,8,2,0,0,0,4,0,1,0,4,4,1,0,7,5,3,4,10,0,12,0,1,0,5,3,1,0,2,5,1,3,3,0,5,3,2,5,2,7,0,1,5,0,3,0,0,0,0,2,1,0,0
125,0,4,0,0,3,5,5,0,1,6,5,0,0,3,0,1,0,5,4,1,1,10,0,5,0,0,0,2,1,0,0,2,1,2,3,1,1,11,0,2,1,0,8,0,0,1,0,3,0,0,0,0,2,0,0,0
126,0,1,0,0,1,4,4,0,4,3,1,3,1,2,1,3,1,4,3,2,3,15,1,8,0,0,0,2,4,0,0,3,3,3,0,0,2,4,2,4,12,1,10,0,0,3,0,4,1,0,0,0,3,0,0,0
127,0,2,1,3,4,6,1,1,1,3,3,0,1,3,6,0,0,1,6,3,0,14,0,12,0,0,0,2,2,0,1,1,1,2,3,1,1,0,5,3,13,0,11,0,1,4,0,2,2,0,0,0,3,0,0,0
128,0,1,2,0,5,2,1,1,3,2,2,0,0,0,5,0,0,1,9,1,0,9,0,10,0,0,0,2,0,1,2,4,1,1,3,2,0,4,4,3,11,1,8,0,0,1,0,5,1,0,0,0,3,0,0,0
129,0,2,1,0,8,5,3,0,1,4,3,0,0,8,6,0,0,8,8,2,2,9,0,14,0,0,0,5,0,0,0,2,3,2,1,5,1,6,4,2,12,0,13,1,0,8,1,5,1,0,0,0,3,1,0,0
130,0,2,3,0,7,3,5,1,3,1,2,3,0,3,1,3,0,3,5,1,3,8,0,15,0,0,0,1,3,0,0,3,1,4,4,2,1,10,1,2,13,0,10,0,0,6,0,4,3,0,0,0,3,1,0,0
131,0,3,0,2,6,2,1,1,2,1,2,1,1,8,3,2,0,5,3,3,5,13,0,11,0,0,0,4,0,1,0,0,3,1,4,1,1,3,4,0,8,1,10,0,0,2,0,2,2,0,0,0,2,1,0,0
132,0,2,2,2,4,4,3,1,3,3,1,2,1,5,1,0,0,5,3,1,2,12,0,6,0,0,0,6,2,0,1,2,3,0,1,3,3,6,2,0,6,2,7,0,0,6,0,2,0,0,0,0,2,1,0,0
133,0,0,2,0,1,2,4,1,6,1,2,0,0,1,0,1,0,2,3,6,2,11,0,8,0,0,0,3,3,1,1,3,3,0,4,1,0,5,2,0,10,1,4,0,0,2,0,4,0,0,0,0,2,1,0,0
134,0,0,4,0,4,1,0,0,0,0,2,1,0,3,3,0,0,4,6,2,1,9,0,7,0,0,0,2,2,0,1,2,1,0,3,1,1,6,2,1,6,0,4,1,0,3,0,2,0,0,0,0,1,1,0,0
135,1,0,1,0,1,3,2,1,3,2,1,0,0,0,3,0,0,1,6,1,1,8,0,8,0,0,0,1,2,1,0,1,4,1,2,1,0,7,1,0,4,1,9,0,0,1,0,1,0,0,0,0,3,0,0,0
136,0,1,2,4,2,5,2,1,0,4,3,0,1,2,7,0,0,1,7,1,1,11,0,11,0,0,0,4,3,0,1,0,0,4,2,2,2,0,2,2,8,0,10,0,1,7,1,4,1,0,0,0,3,0,0,0
137,0,2,1,1,8,4,1,1,2,4,0,0,0,4,5,1,0,6,5,3,1,15,1,8,0,0,0,3,2,0,0,2,2,5,1,1,0,6,2,1,5,0,11,0,0,2,0,1,0,0,0,0,1,1,0,0
138,1,3,1,0,5,3,2,0,0,4,2,2,0,6,5,1,0,5,5,3,1,11,0,10,0,0,0,2,0,0,0,5,1,1,3,1,0,2,0,0,2,0,6,0,0,3,0,2,1,0,0,0,2,1,0,1
139,0,0,1,2,9,7,1,2,4,5,2,0,0,1,2,0,0,4,8,2,0,7,1,13,1,1,0,3,2,1,1,0,5,4,5,1,1,3,4,3,6,1,5,0,0,6,0,4,1,1,0,1,1,1,0,0
140,0,0,1,6,6,7,0,5,2,4,3,0,0,6,5,0,0,6,7,2,5,12,1,13,0,0,0,2,3,0,0,4,4,7,0,6,0,7,4,5,8,0,9,0,0,9,0,6,2,1,0,0,3,1,0,0
141,0,2,0,0,3,4,3,0,2,4,2,1,0,1,6,1,0,1,6,5,0,15,0,10,0,0,0,4,1,0,0,2,3,4,1,1,2,3,2,5,12,0,7,0,0,2,0,7,1,0,0,0,2,0,0,0
142,0,1,0,4,5,2,0,9,0,1,1,0,4,4,1,0,0,0,5,3,0,9,2,2,0,0,0,1,0,0,0,5,1,1,2,0,0,5,2,1,3,0,16,0,0,0,0,2,0,2,0,0,2,1,0,1
143,0,2,0,2,10,2,3,2,2,5,7,0,0,5,4,0,1,7,5,7,5,10,0,8,0,0,0,4,2,2,0,2,7,2,3,0,2,4,3,6,13,0,15,0,0,3,0,6,1,0,0,0,2,1,0,0
144,0,2,1,0,6,10,3,0,1,7,4,0,0,7,5,0,0,8,9,5,2,12,0,18,0,0,0,4,0,0,1,4,2,1,2,1,1,7,2,5,12,0,9,0,1,4,0,4,2,0,0,0,3,1,0,0
145,1,1,0,0,0,4,2,0,1,0,1,1,0,0,3,0,0,1,5,3,1,4,0,0,0,1,1,2,2,1,1,0,2,0,2,1,0,3,1,1,6,1,4,0,0,2,0,1,1,0,0,0,1,0,0,1
146,0,2,2,0,6,2,3,0,5,1,8,2,0,6,2,3,0,12,5,5,5,12,0,10,0,0,0,4,1,0,0,4,2,7,2,0,1,12,3,2,6,0,9,0,0,1,0,2,0,0,0,0,2,1,1,0
147,0,1,3,1,2,6,4,0,3,4,3,2,0,0,1,0,0,1,4,3,3,8,1,10,1,1,0,4,0,1,0,2,2,2,2,3,1,4,2,1,5,2,6,0,0,4,0,1,0,0,0,0,1,1,0,0
148,0,1,2,0,7,4,2,0,3,3,3,3,0,8,4,3,0,6,5,4,5,11,0,16,0,0,0,6,0,0,0,2,5,4,0,2,0,2,3,1,8,0,13,0,0,3,0,4,0,0,0,0,3,1,0,0
149,0,2,2,0,5,6,2,0,4,3,5,1,0,1,1,0,0,6,2,3,3,5,0,7,1,1,0,3,2,1,0,2,1,2,2,1,1,8,2,1,5,3,6,0,0,2,0,1,0,0,0,0,1,1,0,0
150,0,0,3,1,0,8,5,0,2,7,2,2,0,0,2,0,0,2,3,1,1,8,1,1,0,1,1,1,1,2,0,1,0,5,2,0,2,5,1,0,6,2,3,0,0,6,0,1,0,0,0,0,1,1,0,0
151,0,3,2,0,7,3,5,0,4,4,2,2,0,2,5,3,0,4,4,7,5,10,0,12,2,0,0,5,2,1,0,3,2,0,4,1,0,7,2,0,8,3,11,0,0,0,0,3,2,0,0,0,2,1,0,1
152,0,0,2,0,0,10,7,1,1,3,5,2,0,1,4,1,1,7,7,2,3,7,0,9,1,1,0,1,4,1,1,0,5,4,6,2,1,6,3,2,8,2,6,0,0,5,0,2,1,0,0,1,1,1,0,0
153,0,1,4,0,6,1,2,0,5,2,2,0,0,4,3,0,1,5,7,2,2,7,0,10,1,1,1,5,1,2,1,3,3,2,4,2,1,6,2,1,8,3,4,0,0,2,0,2,0,0,0,1,1,1,0,0
154,0,2,0,2,1,5,1,1,4,1,1,1,1,1,3,1,0,5,3,6,0,7,0,9,0,0,0,5,2,0,0,3,1,2,3,0,0,8,0,1,6,1,6,0,0,2,0,1,0,0,0,0,2,1,0,0
155,0,0,1,3,7,6,2,3,1,7,4,0,0,2,6,0,0,2,5,4,2,8,1,16,2,0,0,4,2,1,0,1,5,5,6,1,0,6,4,3,11,1,6,0,0,5,0,3,2,1,0,1,1,1,0,0
156,0,3,1,1,6,5,0,0,2,1,2,2,0,4,3,0,1,5,4,2,3,10,1,11,2,1,0,4,2,3,0,3,3,2,3,3,0,6,1,0,5,2,6,0,0,3,0,4,2,0,0,1,1,1,0,0
157,0,2,1,4,7,3,2,1,1,2,1,0,0,2,6,1,0,3,6,6,1,13,0,6,0,0,0,2,1,0,0,2,1,1,3,4,1,2,1,2,10,0,13,0,1,3,1,7,0,0,0,0,4,0,0,0
158,0,0,1,10,3,6,0,7,2,3,1,1,0,6,3,1,1,7,7,4,1,10,1,1,0,0,0,6,0,0,0,5,1,5,0,1,0,8,3,1,8,0,13,0,0,3,0,2,0,1,0,0,3,1,0,0
159,0,1,2,2,5,6,1,1,0,6,0,1,0,6,4,1,0,7,5,3,1,9,0,13,0,0,0,3,0,0,0,2,5,0,6,1,0,2,4,3,8,0,12,0,1,4,0,6,0,0,0,0,2,1,0,0
160,0,0,3,2,2,1,4,1,5,2,0,4,1,2,1,1,0,5,5,4,5,8,0,11,0,0,0,3,3,1,1,5,0,2,1,0,1,5,2,2,8,1,7,0,0,3,0,3,0,0,0,0,2,1,0,0
161,0,2,1,4,5,3,3,3,0,2,1,0,1,1,8,0,0,2,6,2,0,12,0,9,0,0,0,3,0,0,0,0,2,1,2,2,3,1,4,1,13,0,12,1,0,8,1,5,1,0,0,0,3,0,0,0
162,0,3,0,1,13,5,1,0,5,3,1,2,0,7,8,1,1,6,9,4,3,16,0,4,0,0,0,4,2,2,0,1,4,0,2,4,2,2,4,1,18,0,13,0,0,3,0,4,1,0,0,0,2,1,0,0
163,0,0,3,0,1,4,3,1,1,4,4,2,0,1,4,0,0,7,6,5,3,4,0,7,0,0,0,5,4,2,0,0,1,1,3,2,1,6,4,1,5,1,7,0,0,4,0,1,0,0,0,0,3,1,0,0
164,0,3,0,0,9,2,1,0,3,4,3,3,0,4,6,1,2,5,5,9,2,10,1,7,0,0,0,6,1,0,0,1,5,2,4,0,3,3,6,3,9,0,13,0,0,6,0,6,0,0,0,0,2,1,0,0
165,0,1,1,0,2,3,1,1,4,1,1,1,0,2,4,0,0,4,7,3,2,9,0,9,0,0,0,1,3,0,0,4,4,4,2,5,0,5,2,2,7,1,5,0,0,4,0,3,0,0,0,0,2,1,0,0
166,0,2,2,3,3,3,2,2,2,1,2,0,1,2,2,0,0,2,7,5,1,12,0,6,0,0,0,5,2,1,0,1,0,2,2,2,0,2,3,2,7,2,8,0,0,5,0,3,2,0,0,0,2,1,0,0
167,1,0,0,0,0,3,4,0,1,4,3,2,0,0,2,0,0,3,2,5,0,8,0,1,0,1,1,1,0,2,0,0,3,2,2,0,0,9,1,0,3,2,2,0,0,5,0,1,0,0,0,0,1,1,0,0
168,0,0,1,5,6,5,1,5,4,5,7,0,0,4,1,0,0,3,6,2,1,12,1,13,0,0,0,2,4,1,0,3,1,2,4,2,3,4,6,3,8,2,9,0,0,8,0,8,1,1,0,0,3,1,0,0
169,0,1,3,0,6,4,1,0,0,5,2,1,0,3,4,1,0,3,6,4,1,10,0,11,0,0,0,3,0,0,0,3,4,5,2,4,1,4,5,2,11,0,8,1,0,3,0,4,0,0,0,0,2,1,0,0
170,0,2,1,0,6,7,4,0,1,4,4,1,0,8,4,1,0,5,3,3,4,11,0,16,0,0,0,4,1,0,1,3,1,4,2,3,1,0,1,4,10,0,9,0,1,5,0,5,1,0,0,0,3,1,0,0
171,0,1,5,0,4,2,2,0,2,2,2,0,0,2,2,0,1,3,6,1,4,6,0,7,1,1,1,4,3,2,1,0,4,2,4,3,1,7,2,1,10,4,5,0,0,2,0,2,1,0,0,1,1,1,0,0
172,0,3,1,0,4,4,2,0,9,1,8,1,0,7,2,0,0,8,3,5,1,15,0,13,0,0,0,7,3,0,1,8,2,5,5,1,1,8,1,2,7,1,9,0,0,3,0,3,0,0,0,0,2,1,0,1
173,0,2,0,0,1,3,1,0,6,1,5,0,1,2,4,1,0,4,5,4,2,10,1,9,0,0,0,2,1,2,0,5,5,2,2,3,0,6,3,3,9,1,7,0,0,3,0,4,0,0,0,0,2,1,0,0
174,0,3,1,0,12,1,3,0,5,1,1,2,0,5,4,0,0,2,9,3,3,19,0,17,2,0,0,4,0,1,0,4,3,0,4,1,0,7,2,1,10,2,17,0,0,1,0,4,2,0,0,0,3,0,0,1
175,0,2,2,0,12,0,5,0,6,1,1,5,0,5,2,3,1,5,5,3,2,16,0,11,0,0,0,1,4,0,0,5,0,4,0,2,1,8,1,2,12,0,16,0,0,5,0,4,2,0,0,0,4,0,0,0
176,0,0,2,0,1,2,4,0,6,1,4,1,0,0,1,0,0,2,4,0,1,9,0,7,0,0,0,1,4,1,0,3,3,0,2,4,1,5,2,3,7,1,3,0,0,6,0,3,0,0,0,0,2,1,0,0
177,0,0,3,0,1,2,4,0,5,2,2,3,0,1,1,1,0,4,6,6,5,13,0,14,0,0,0,2,7,1,0,6,4,5,0,3,0,6,1,2,8,0,7,0,0,4,0,2,1,0,0,0,2,1,0,0
178,0,2,1,2,2,2,1,1,5,1,1,2,1,4,1,0,0,4,4,3,1,15,0,9,0,0,0,4,2,0,1,4,5,0,1,1,2,5,2,0,7,1,6,0,0,3,0,2,0,0,0,0,2,1,0,0
179,0,2,2,0,3,1,5,0,1,4,2,3,0,1,3,0,2,3,4,3,1,14,0,11,0,0,0,2,3,0,0,1,1,2,0,4,1,5,4,3,14,0,7,0,0,7,0,4,1,0,0,0,2,0,0,0
180,0,1,1,3,7,4,0,2,3,5,2,0,0,1,7,0,0,4,8,0,0,9,1,9,0,1,0,2,5,1,0,0,2,1,2,4,2,2,3,5,9,1,4,1,1,6,0,4,0,1,0,0,2,1,0,0
181,0,3,0,5,8,2,0,3,4,4,1,2,4,1,3,2,0,3,8,4,2,14,0,4,0,0,0,2,2,2,0,0,2,2,3,1,1,1,5,1,15,0,18,0,0,1,0,6,3,0,0,0,3,0,1,0
182,0,2,0,1,11,6,2,0,2,2,4,1,0,6,2,1,1,6,7,7,1,13,0,15,0,0,0,5,2,0,0,4,3,2,3,2,1,8,0,3,6,2,10,0,0,4,0,5,2,0,0,0,3,1,0,0
183,0,2,1,3,2,1,2,2,6,2,0,0,1,4,2,1,0,9,2,3,5,7,0,12,0,0,0,0,2,0,1,4,5,2,2,2,0,5,1,3,10,1,7,0,0,1,0,3,1,0,0,0,2,1,0,0
184,0,0,2,0,2,3,4,0,2,3,2,2,0,1,1,0,0,3,0,2,0,8,0,10,0,0,0,2,2,0,2,1,2,1,0,3,1,6,1,1,9,0,7,0,0,5,0,2,0,0,0,0,2,0,0,0
185,0,2,1,3,2,2,2,1,2,2,1,2,1,2,1,0,0,4,3,8,0,6,1,7,0,0,0,3,4,1,0,3,3,2,1,0,3,4,2,1,8,1,7,0,0,4,0,5,0,0,0,0,2,1,0,0
186,0,2,0,0,9,4,2,0,1,5,6,0,0,7,6,0,1,6,5,5,5,9,0,7,0,0,0,4,2,0,0,0,7,2,3,0,3,3,4,5,13,0,13,0,0,4,0,5,0,0,0,0,2,1,0,0
187,0,2,2,0,4,7,4,0,2,3,4,0,0,2,3,0,0,6,4,0,0,12,0,10,0,0,0,7,2,0,0,1,1,2,1,3,1,8,2,0,4,0,6,0,0,6,0,2,0,0,0,0,2,0,0,0
188,0,2,1,2,4,4,2,0,3,2,1,0,1,2,1,0,0,3,5,5,2,11,0,6,0,0,0,3,2,1,0,1,1,1,2,2,0,4,2,3,9,2,7,0,0,3,0,5,1,0,0,0,2,1,0,0
189,0,4,0,0,11,3,0,1,4,4,0,0,1,6,3,0,0,9,2,5,1,6,0,11,0,0,0,2,1,1,0,2,0,4,0,1,1,4,3,1,4,0,10,0,0,2,0,3,0,0,0,0,3,1,0,0
190,0,0,1,4,7,5,3,4,5,2,3,2,0,5,2,0,0,10,6,1,1,9,1,9,0,0,0,6,2,1,0,4,1,4,1,2,1,3,3,4,10,0,7,0,0,4,0,7,0,1,0,1,1,1,0,0
191,0,2,2,0,5,5,2,1,3,2,4,1,0,1,2,0,0,8,4,4,2,7,0,6,1,1,0,2,2,1,0,1,2,2,4,2,1,7,2,1,5,2,7,0,0,2,0,1,0,0,0,0,1,1,0,0
192,0,2,1,3,2,5,1,1,2,5,1,2,1,5,1,0,0,3,6,1,3,16,1,8,0,0,0,6,5,0,1,3,6,0,1,1,3,4,2,0,9,1,7,0,0,6,0,2,0,0,0,0,2,1,0,0
193,0,0,1,3,7,5,1,2,5,4,3,0,0,2,5,0,0,1,7,3,0,8,1,10,1,1,1,2,4,2,1,0,3,3,4,2,3,3,2,5,10,3,5,1,0,2,0,4,0,1,0,1,1,1,0,0
194,0,2,0,2,5,5,0,2,4,2,3,0,2,4,3,0,0,1,9,4,0,15,3,7,0,0,0,4,0,0,0,1,1,1,1,4,0,1,2,4,14,0,14,1,0,6,1,7,1,0,0,0,3,0,0,0
195,0,2,1,4,5,2,2,1,1,3,2,0,3,3,7,0,0,4,8,1,2,12,0,8,0,0,0,2,0,0,0,1,1,1,2,3,1,0,4,2,12,0,13,1,0,7,1,5,1,0,0,0,3,0,0,0
196,0,2,2,2,9,0,3,0,4,1,2,1,0,6,4,0,1,6,3,5,4,16,0,7,0,0,0,4,3,1,0,5,3,2,1,1,5,4,1,3,10,0,13,0,0,4,0,4,1,0,0,0,4,0,0,0
197,0,0,3,1,0,4,2,0,2,5,2,2,0,0,2,1,0,4,4,5,3,5,1,9,0,0,0,5,1,2,0,2,2,2,1,2,1,6,4,1,5,1,6,0,0,3,0,2,0,0,0,0,3,1,0,0
198,0,3,1,1,5,1,4,0,5,3,1,1,0,2,6,5,0,3,7,6,5,9,1,15,2,0,0,5,0,1,0,5,3,0,4,2,0,5,5,0,10,2,11,0,0,1,0,5,2,0,0,0,2,1,0,1
199,0,0,1,1,4,3,0,3,1,3,1,0,0,2,1,0,0,0,4,5,0,9,0,6,0,0,0,0,2,0,2,3,1,2,1,2,3,3,2,2,7,0,8,0,0,4,0,3,0,0,1,0,2,0,0,0
200,0,3,0,1,8,5,0,0,4,4,2,0,0,5,3,2,2,4,3,4,3,8,1,13,0,0,0,5,0,0,0,4,1,2,4,2,1,1,2,1,8,0,11,0,0,2,0,2,1,0,0,0,3,1,0,0
201,0,1,3,0,4,3,4,0,2,0,3,1,0,2,4,0,0,7,4,1,0,7,0,10,0,0,0,4,0,0,0,1,2,0,1,0,1,8,3,0,6,0,7,0,0,4,0,1,0,0,0,0,2,0,0,0
202,0,3,0,2,6,1,2,0,1,7,7,0,0,3,4,0,1,6,5,6,5,7,0,11,0,0,0,7,2,0,0,3,9,2,3,0,3,7,4,5,13,0,13,0,0,3,0,6,0,0,0,0,2,1,0,0
203,0,2,4,1,6,1,4,0,3,3,2,2,0,3,4,1,2,5,4,2,2,10,0,8,2,1,0,3,4,3,0,4,2,3,4,3,1,8,2,1,9,3,6,0,0,2,0,2,1,0,0,1,1,1,0,0
